,doctor_id,doctor_title,depart,call_num,call_answer_num,recruit_call_num,recruit_call_answer_num,cover_call_num,cover_call_answer_num,effective_call_num,effective_recruit_call_num,effective_cover_call_num,effective_call_time,effective_recrui_call_time,effective_cover_call_time,wechat_send_num,wechat_send_words,wechat_answer_num,wechat_answer_words,wechat_send_days,wechat_answer_days,article_send_num,read_num,article_read_num,effective_read_num,effective_read_time,wenjuan_send_num,effective_wenjuan_num,live_send_num,effective_live_num,effective_live_time,activity_num,offline_visit_num,naxion_time,hzl,effective_channel_num,data_date,index,time
39,1305437,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-07,6802.0,1599408000.0
44,1305437,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-10,7666.0,1602259200.0
50,1305437,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-19,8413.0,1597766400.0
53,1305437,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-08-27,8582.0,1598457600.0
54,1305437,住院医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-09-22,8611.0,1600704000.0
56,1305437,住院医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020-10-13,9137.0,1602518400.0
63,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,75,0,75,6,249,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,4,3,2020-09-22,52.0,1600704000.0
66,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-27,844.0,1598457600.0
67,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,49,0,49,4,260,3,1905,1,1,0,0,0,0,0,0,0,0,3,3120,0,0,35,4,3,2020-09-17,1176.0,1600272000.0
68,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-23,1184.0,1600790400.0
69,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,37,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2020-08-18,1295.0,1597680000.0
70,1341127,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-15,1351.0,1602691200.0
71,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-20,1449.0,1597852800.0
72,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2020-09-21,1854.0,1600617600.0
74,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-16,2546.0,1602777600.0
75,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-25,3049.0,1600963200.0
77,1341127,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-24,3682.0,1598198400.0
78,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-11,3875.0,1599753600.0
80,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,47,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2020-09-08,4206.0,1599494400.0
82,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2020-08-19,4673.0,1597766400.0
83,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2020-09-07,5323.0,1599408000.0
84,1341127,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-09,6189.0,1602172800.0
85,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2020-09-05,6960.0,1599235200.0
86,1341127,副主任医师,神经内科,1,1,0,0,1,1,0,0,0,0,0,0,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-15,6969.0,1600099200.0
87,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2020-09-03,7462.0,1599062400.0
94,1341127,副主任医师,神经内科,1,1,0,0,1,1,1,0,0,24,0,0,9,1539,3,1202,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,4,3,2020-08-14,8569.0,1597334400.0
95,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-17,8731.0,1597593600.0
96,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-18,9289.0,1600358400.0
98,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-12,9799.0,1602432000.0
99,1341127,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-31,10063.0,1598803200.0
100,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1,2020-09-05,35.0,1599235200.0
101,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-26,508.0,1598371200.0
106,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,302,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,50,2,2020-08-14,2143.0,1597334400.0
109,1181039,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-09-24,2359.0,1600876800.0
114,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1,2020-09-29,4405.0,1601308800.0
117,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,59,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-09-01,5646.0,1598889600.0
118,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-10-15,5680.0,1602691200.0
122,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,189,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,2020-09-22,6169.0,1600704000.0
123,1181039,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-10-10,6347.0,1602259200.0
124,1181039,主任医师,神经内科,1,1,0,0,1,1,1,0,1,99,0,99,2,944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,50,2,2020-09-27,7497.0,1601136000.0
125,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,179,1,16,1,1,0,2,1,1,65,0,1,0,0,0,0,0,8,50,3,2020-10-12,7510.0,1602432000.0
130,1181039,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-27,8240.0,1598457600.0
131,1181039,主任医师,神经内科,1,1,0,0,1,1,1,0,1,125,0,125,5,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,1,2020-08-20,8416.0,1597852800.0
132,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-08-31,9086.0,1598803200.0
134,1181039,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-09-17,9463.0,1600272000.0
135,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,295,3,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1,2020-09-23,9624.0,1600790400.0
136,1181039,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2020-09-11,9765.0,1599753600.0
137,1181039,主任医师,神经内科,2,2,0,0,2,2,1,0,0,99,0,0,6,334,3,724,1,1,0,2,2,2,382,0,1,0,0,0,0,1,12,50,4,2020-10-16,10460.0,1602777600.0
141,1177023,副主任医师,神经内科,6,1,0,0,6,1,1,0,1,69,0,69,8,1907,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2020-08-14,496.0,1597334400.0
142,1177023,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-15,539.0,1600099200.0
143,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,42,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-08-26,1302.0,1598371200.0
149,1177023,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-28,2497.0,1598544000.0
151,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,233,0,0,0,0,0,0,0,2,3,1,2020-09-12,3876.0,1599840000.0
154,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-31,4997.0,1598803200.0
155,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-18,5341.0,1600358400.0
156,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2020-09-05,5650.0,1599235200.0
159,1177023,副主任医师,神经内科,2,0,0,0,2,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-22,6003.0,1600704000.0
163,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2020-09-29,6824.0,1601308800.0
165,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-16,7408.0,1602777600.0
168,1177023,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,87,0,87,3,1004,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2020-09-07,7636.0,1599408000.0
169,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-23,7659.0,1600790400.0
170,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-20,7936.0,1597852800.0
171,1177023,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,4,260,1,2,1,1,0,0,0,0,0,0,0,0,2,1560,0,0,21,3,2,2020-09-17,7959.0,1600272000.0
174,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-08-27,9076.0,1598457600.0
176,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,42,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2020-10-19,9547.0,1603036800.0
177,1177023,副主任医师,神经内科,2,2,0,0,2,2,2,0,1,173,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2020-10-15,9641.0,1602691200.0
178,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-10-12,9797.0,1602432000.0
181,1177023,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2020-09-11,10422.0,1599753600.0
184,1178535,主任医师,神经内科,1,1,0,0,1,1,1,0,1,72,0,72,4,932,1,6,1,1,0,1,1,1,4723,0,0,0,0,0,0,0,5,10,3,2020-10-10,204.0,1602259200.0
189,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-23,872.0,1600790400.0
190,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,39,0,0,0,0,0,0,0,2,10,1,2020-10-13,892.0,1602518400.0
203,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-14,2309.0,1597334400.0
208,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-16,2804.0,1602777600.0
211,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-31,3344.0,1598803200.0
212,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-22,3366.0,1600704000.0
214,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-13,3877.0,1599926400.0
222,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-17,5337.0,1600272000.0
224,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-09,5652.0,1599580800.0
225,1178535,主任医师,神经内科,1,1,0,0,1,1,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2020-09-18,5821.0,1600358400.0
229,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-27,6311.0,1598457600.0
231,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-12,6681.0,1602432000.0
238,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-28,8291.0,1601222400.0
239,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-24,8420.0,1598198400.0
242,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,47,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-04,8592.0,1599148800.0
243,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-14,8761.0,1600012800.0
244,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-20,8906.0,1597852800.0
245,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-03,9272.0,1599062400.0
246,1178535,主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-11,9281.0,1599753600.0
248,1178535,主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-26,9626.0,1601049600.0
256,1344914,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-24,2013.0,1600876800.0
257,1344914,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,50,0,50,3,930,1,4,1,1,0,3,2,0,0,0,1,0,0,0,0,0,8,5,3,2020-10-09,2198.0,1602172800.0
262,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-12,2720.0,1602432000.0
263,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,10,1029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-20,3160.0,1597852800.0
264,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,35,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2020-08-21,3161.0,1597939200.0
266,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-22,3566.0,1600704000.0
267,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-31,3694.0,1598803200.0
268,1344914,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-17,3885.0,1600272000.0
269,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2020-09-27,4242.0,1601136000.0
274,1344914,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,71,0,71,5,1098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-11,5506.0,1599753600.0
275,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-16,5541.0,1602777600.0
276,1344914,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,7,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-27,5637.0,1598457600.0
281,1344914,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-07,6318.0,1599408000.0
284,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-23,7494.0,1600790400.0
285,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-26,7625.0,1598371200.0
291,1344914,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-19,8733.0,1597766400.0
293,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-14,9059.0,1597334400.0
295,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2020-09-05,9597.0,1599235200.0
301,1344914,副主任医师,神经内科,1,1,0,0,1,1,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2020-09-18,10081.0,1600358400.0
303,1344914,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-13,10272.0,1602518400.0
306,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-01,694.0,1598889600.0
307,1157656,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,9,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2020-09-16,705.0,1600185600.0
308,1157656,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-15,1657.0,1600099200.0
309,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,193,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2020-09-22,1667.0,1600704000.0
318,1157656,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-24,3334.0,1598198400.0
319,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,165,0,0,1,0,0,2,1,2,681,0,0,0,0,0,0,0,4,4,1,2020-10-12,3391.0,1602432000.0
321,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,9,343,1,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2020-08-27,3537.0,1598457600.0
323,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,10,529,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,2020-08-14,3670.0,1597334400.0
324,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-17,3713.0,1600272000.0
326,1157656,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2020-09-05,4203.0,1599235200.0
